y	m	d	Lago_Serru_SIMN	Lago_Serru_ARPA	
1997	1	1	3.6	1.2	
1997	1	2	0	0	
1997	1	3	12.4	10.8	
1997	1	4	19.8	26.6	
1997	1	5	0.2	0	
1997	1	6	1.2	0	
1997	1	7	2.2	1	
1997	1	8	0	0	
1997	1	9	14	10.8	
1997	1	10	0.4	0	
1997	1	11	0	0	
1997	1	12	0	0	
1997	1	13	0	0	
1997	1	14	0	0	
1997	1	15	0	0	
1997	1	16	0	0	
1997	1	17	0	0	
1997	1	18	0	0	
1997	1	19	4	2	
1997	1	20	6.4	5.8	
1997	1	21	1.6	0.4	
1997	1	22	0	0	
1997	1	23	3.8	2.6	
1997	1	24	0	0	
1997	1	25	0	0	
1997	1	26	0	0	
1997	1	27	0	0	
1997	1	28	1.2	0.2	
1997	1	29	0.8	1	
1997	1	30	0	0	
1997	1	31	0	0	
1997	2	1	0	0	
1997	2	2	0	0	
1997	2	3	0	0	
1997	2	4	0	0	
1997	2	5	0.2	1	
1997	2	6	0.8	1.6	
1997	2	7	0	0	
1997	2	8	0	0	
1997	2	9	0	0	
1997	2	10	0	0	
1997	2	11	0	0	
1997	2	12	0.2	0.6	
1997	2	13	0.4	0.6	
1997	2	14	3.6	8.6	
1997	2	15	14	16	
1997	2	16	0.6	1.2	
1997	2	17	0	0	
1997	2	18	0	0	
1997	2	19	1	4.4	
1997	2	20	0.2	0	
1997	2	21	0	0	
1997	2	22	0	0	
1997	2	23	0	0	
1997	2	24	0.2	0	
1997	2	25	3.8	2.2	
1997	2	26	0.4	0.6	
1997	2	27	7.2	5.8	
1997	2	28	0.2	0.2	
1997	3	1	0	0	
1997	3	2	0	0	
1997	3	3	0	0	
1997	3	4	0	0	
1997	3	5	0.4	1.2	
1997	3	6	0	0	
1997	3	7	0	0	
1997	3	8	0	0	
1997	3	9	0	0	
1997	3	10	0	0	
1997	3	11	0	0	
1997	3	12	0	0	
1997	3	13	0	0	
1997	3	14	0	0	
1997	3	15	0	0	
1997	3	16	0	0	
1997	3	17	0	0	
1997	3	18	0	0	
1997	3	19	2	2.4	
1997	3	20	0.8	1.8	
1997	3	21	0	1	
1997	3	22	0	0	
1997	3	23	0	0	
1997	3	24	4	3.2	
1997	3	25	0.4	0	
1997	3	26	0	0	
1997	3	27	0	0	
1997	3	28	0	0	
1997	3	29	0	0	
1997	3	30	0	0	
1997	3	31	0	0	
1997	4	1	0	0	
1997	4	2	0	0	
1997	4	3	0	0	
1997	4	4	0	0	
1997	4	5	0	0	
1997	4	6	0	0	
1997	4	7	0	0	
1997	4	8	0	0	
1997	4	9	0	0	
1997	4	10	0	0	
1997	4	11	0	0	
1997	4	12	0	0	
1997	4	13	0	0	
1997	4	14	0	0	
1997	4	15	0	0	
1997	4	16	0	0	
1997	4	17	0.6	0.2	
1997	4	18	0	0	
1997	4	19	0	0	
1997	4	20	2.4	1	
1997	4	21	0	0.2	
1997	4	22	0	0	
1997	4	23	0	0	
1997	4	24	0	0	
1997	4	25	0	0	
1997	4	26	1.4	2.4	
1997	4	27	8	8.6	
1997	4	28	0	0.4	
1997	4	29	0.4	0.4	
1997	4	30	0	0	
1997	5	1	0	0	
1997	5	2	0	0	
1997	5	3	0	0	
1997	5	4	0	0	
1997	5	5	2.6	3.4	
1997	5	6	16.6	20	
1997	5	7	14.2	15.4	
1997	5	8	5.4	5	
1997	5	9	0	0	
1997	5	10	4.8	3	
1997	5	11	2	0.6	
1997	5	12	2.8	2.2	
1997	5	13	2	1.8	
1997	5	14	1.2	1.4	
1997	5	15	0	0	
1997	5	16	6.6	8.2	
1997	5	17	9.8	7.2	
1997	5	18	12.4	13.4	
1997	5	19	2	2.4	
1997	5	20	0	0	
1997	5	21	1.8	3	
1997	5	22	0	0	
1997	5	23	0	0	
1997	5	24	0	0	
1997	5	25	0.8	1.4	
1997	5	26	4.4	2.8	
1997	5	27	0	0	
1997	5	28	0	0	
1997	5	29	0	0	
1997	5	30	0	0	
1997	5	31	0	0	
1997	6	1	12.6	14.8	
1997	6	2	10.2	12.4	
1997	6	3	0.4	0.8	
1997	6	4	2.2	2.6	
1997	6	5	15.6	16	
1997	6	6	33.8	34.2	
1997	6	7	0	0	
1997	6	8	0.2	0.6	
1997	6	9	8	8.2	
1997	6	10	0	0	
1997	6	11	0	0	
1997	6	12	0.4	1.4	
1997	6	13	4.2	3.8	
1997	6	14	12	10.8	
1997	6	15	0	2.4	
1997	6	16	0	0	
1997	6	17	6.4	5.8	
1997	6	18	0	0	
1997	6	19	3	4.6	
1997	6	20	8.4	8	
1997	6	21	0.6	0.8	
1997	6	22	17	19.2	
1997	6	23	3	1	
1997	6	24	0	0	
1997	6	25	0	0.2	
1997	6	26	6	4.8	
1997	6	27	11.2	9.8	
1997	6	28	0.6	0.4	
1997	6	29	66.2	69.6	
1997	6	30	40.4	45.2	
1997	7	1	1.2	0	
1997	7	2	0	0	
1997	7	3	14	12.2	
1997	7	4	9	9	
1997	7	5	0.8	1	
1997	7	6	0.4	0.4	
1997	7	7	0	0	
1997	7	8	0	0	
1997	7	9	0	0	
1997	7	10	12.2	10.8	
1997	7	11	1.6	5.8	
1997	7	12	0	0	
1997	7	13	0	0	
1997	7	14	0	0	
1997	7	15	1.2	0.4	
1997	7	16	0	0	
1997	7	17	0	0	
1997	7	18	7.6	6.2	
1997	7	19	5.6	3.8	
1997	7	20	0.8	0.2	
1997	7	21	0	0	
1997	7	22	0	0	
1997	7	23	0	0	
1997	7	24	0.2	0.2	
1997	7	25	7.8	8	
1997	7	26	0	0	
1997	7	27	0	0	
1997	7	28	0	0	
1997	7	29	0	0	
1997	7	30	0	0	
1997	7	31	0	0	
1997	8	1	0	0	
1997	8	2	0	0	
1997	8	3	0	0	
1997	8	4	0	0	
1997	8	5	0	0	
1997	8	6	1.6	2.4	
1997	8	7	5.6	10	
1997	8	8	3	2.8	
1997	8	9	1.8	0	
1997	8	10	NA	0	
1997	8	11	NA	2.6	
1997	8	12	4	5	
1997	8	13	0	0	
1997	8	14	5.8	6.8	
1997	8	15	0	0	
1997	8	16	0	0	
1997	8	17	9.4	8.6	
1997	8	18	3	2.4	
1997	8	19	0	0	
1997	8	20	0	0	
1997	8	21	0	0	
1997	8	22	0	0	
1997	8	23	0	0	
1997	8	24	0	0	
1997	8	25	0.4	0.2	
1997	8	26	0	0	
1997	8	27	1.2	3.2	
1997	8	28	6.6	8.8	
1997	8	29	24.6	34.6	
1997	8	30	0	0	
1997	8	31	0	0.2	
1997	9	1	0	0	
1997	9	2	0.8	2	
1997	9	3	32.4	35.4	
1997	9	4	0	0	
1997	9	5	0	0	
1997	9	6	0	0.2	
1997	9	7	0	0	
1997	9	8	0	0	
1997	9	9	0	0	
1997	9	10	0	0	
1997	9	11	0	0	
1997	9	12	0	0	
1997	9	13	12.6	18.2	
1997	9	14	11.8	9.4	
1997	9	15	0.8	1.2	
1997	9	16	0	0	
1997	9	17	0	0	
1997	9	18	0	0	
1997	9	19	0	0	
1997	9	20	0	0	
1997	9	21	0	0	
1997	9	22	2.4	2.6	
1997	9	23	3.4	3.4	
1997	9	24	0	0	
1997	9	25	0	0	
1997	9	26	0	0	
1997	9	27	0	0	
1997	9	28	0	0	
1997	9	29	0	0	
1997	9	30	0	0	
1997	10	1	0	0	
1997	10	2	0	0	
1997	10	3	0	0	
1997	10	4	0	0	
1997	10	5	0	0	
1997	10	6	0	0	
1997	10	7	5.4	7	
1997	10	8	0.8	2	
1997	10	9	0	0	
1997	10	10	0	0	
1997	10	11	21.4	22.8	
1997	10	12	19.8	19	
1997	10	13	2	1.2	
1997	10	14	0	0	
1997	10	15	0	0	
1997	10	16	0	0.4	
1997	10	17	0	0	
1997	10	18	0	0	
1997	10	19	0	0	
1997	10	20	0	0	
1997	10	21	0	0	
1997	10	22	0	0.2	
1997	10	23	0.2	0	
1997	10	24	0.6	0.8	
1997	10	25	0	0	
1997	10	26	0	0	
1997	10	27	0	0	
1997	10	28	0	0	
1997	10	29	0.4	0	
1997	10	30	0.4	2.2	
1997	10	31	0	0.4	
1997	11	1	0	0	
1997	11	2	0	0	
1997	11	3	0	0	
1997	11	4	0	0	
1997	11	5	1.8	0	
1997	11	6	16	0	
1997	11	7	31.4	64.4	
1997	11	8	7.6	9.2	
1997	11	9	3.8	5.2	
1997	11	10	3.4	2.6	
1997	11	11	2.8	3	
1997	11	12	12.4	13.8	
1997	11	13	2.6	3.4	
1997	11	14	0	0	
1997	11	15	0	0	
1997	11	16	0	0	
1997	11	17	0	0	
1997	11	18	0	0	
1997	11	19	0	0	
1997	11	20	0	0	
1997	11	21	0.2	0	
1997	11	22	0	0	
1997	11	23	0	0	
1997	11	24	0	0	
1997	11	25	0	0	
1997	11	26	0	0	
1997	11	27	3.6	3	
1997	11	28	0	0	
1997	11	29	1.2	0.2	
1997	11	30	0	0	
1997	12	1	0	0	
1997	12	2	1.2	0.8	
1997	12	3	4.6	6.8	
1997	12	4	0	0	
1997	12	5	0.4	0	
1997	12	6	0	0	
1997	12	7	0	0	
1997	12	8	0	0	
1997	12	9	0	0	
1997	12	10	0	0	
1997	12	11	0.4	0	
1997	12	12	15.2	11.2	
1997	12	13	0	0	
1997	12	14	0	0	
1997	12	15	0.2	0.2	
1997	12	16	4.6	3.8	
1997	12	17	4	4.6	
1997	12	18	6.8	6.6	
1997	12	19	17.4	17.2	
1997	12	20	25.2	26	
1997	12	21	2	0.6	
1997	12	22	0	0	
1997	12	23	0	0	
1997	12	24	0	0	
1997	12	25	0	0	
1997	12	26	1	1.2	
1997	12	27	0	0.4	
1997	12	28	0	0.2	
1997	12	29	0	0	
1997	12	30	0	0	
1997	12	31	0	0	
1998	1	1	1.6	1.4	
1998	1	2	3.4	2.8	
1998	1	3	5	7.2	
1998	1	4	8.8	8.2	
1998	1	5	5	7.8	
1998	1	6	5.2	10.4	
1998	1	7	0.4	0.8	
1998	1	8	0	0	
1998	1	9	0	0	
1998	1	10	0	0	
1998	1	11	0	0	
1998	1	12	0	0	
1998	1	13	0	0	
1998	1	14	3.4	3.2	
1998	1	15	3	3	
1998	1	16	0.4	0	
1998	1	17	6.6	4.2	
1998	1	18	0	0	
1998	1	19	29.4	34.8	
1998	1	20	4.6	3.8	
1998	1	21	0.4	2	
1998	1	22	0	0	
1998	1	23	0	0	
1998	1	24	0	0	
1998	1	25	3.2	2.2	
1998	1	26	0	0.8	
1998	1	27	0	0	
1998	1	28	0	0	
1998	1	29	0	0	
1998	1	30	0	0	
1998	1	31	0	0	
1998	2	1	0	0	
1998	2	2	0	0	
1998	2	3	0	0	
1998	2	4	0	0	
1998	2	5	0	0	
1998	2	6	0	0	
1998	2	7	0	0	
1998	2	8	0	0	
1998	2	9	0	0	
1998	2	10	0	0	
1998	2	11	0	0	
1998	2	12	0	0	
1998	2	13	0	0	
1998	2	14	0	0	
1998	2	15	0	0	
1998	2	16	0	0	
1998	2	17	0	0	
1998	2	18	0	0	
1998	2	19	0	0	
1998	2	20	0	0	
1998	2	21	0	0	
1998	2	22	3.8	3.6	
1998	2	23	8.4	9.4	
1998	2	24	3.6	2.8	
1998	2	25	0	0	
1998	2	26	0	0	
1998	2	27	0	0	
1998	2	28	0	0	
1998	3	1	0	0	
1998	3	2	0	0	
1998	3	3	0	0	
1998	3	4	0	0	
1998	3	5	7.4	6.2	
1998	3	6	0.8	0.6	
1998	3	7	0	0	
1998	3	8	4.2	5.4	
1998	3	9	14.6	15.4	
1998	3	10	0	0	
1998	3	11	0	0	
1998	3	12	0.2	0	
1998	3	13	0	0	
1998	3	14	0	0	
1998	3	15	0	0	
1998	3	16	0	0.6	
1998	3	17	0	0	
1998	3	18	0	0	
1998	3	19	0	0	
1998	3	20	0	0	
1998	3	21	0	0	
1998	3	22	0	0	
1998	3	23	0	0	
1998	3	24	3.2	1.8	
1998	3	25	0	0	
1998	3	26	0	0	
1998	3	27	0	0	
1998	3	28	0	0	
1998	3	29	0	0	
1998	3	30	0	0	
1998	3	31	0	0	
1998	4	1	0	0	
1998	4	2	1	0.2	
1998	4	3	0	0	
1998	4	4	4.6	3.2	
1998	4	5	6.2	5.6	
1998	4	6	0.4	0.4	
1998	4	7	9.6	10.6	
1998	4	8	7.6	7	
1998	4	9	0	0	
1998	4	10	19.8	19	
1998	4	11	14	15.6	
1998	4	12	9	8.6	
1998	4	13	0	0	
1998	4	14	0	0.2	
1998	4	15	3.4	2.8	
1998	4	16	6.6	7.2	
1998	4	17	2.8	3.4	
1998	4	18	0.8	0.8	
1998	4	19	0	0	
1998	4	20	0	0	
1998	4	21	0	0	
1998	4	22	0	0	
1998	4	23	0	0	
1998	4	24	0	0	
1998	4	25	0	0	
1998	4	26	0	0	
1998	4	27	13.4	18	
1998	4	28	24.8	66	
1998	4	29	0	0.4	
1998	4	30	12.8	18.4	
1998	5	1	24.6	31.2	
1998	5	2	0	0.2	
1998	5	3	0	0	
1998	5	4	0	0	
1998	5	5	0	0	
1998	5	6	0	0	
1998	5	7	0	0	
1998	5	8	0	0	
1998	5	9	0	0	
1998	5	10	0	0	
1998	5	11	0	0	
1998	5	12	0	0	
1998	5	13	0	0	
1998	5	14	0	0	
1998	5	15	0.2	0.4	
1998	5	16	0	0	
1998	5	17	0	0	
1998	5	18	0	0	
1998	5	19	0.2	0	
1998	5	20	0	0	
1998	5	21	0	0	
1998	5	22	0.2	0	
1998	5	23	0	0	
1998	5	24	0	0	
1998	5	25	0.6	1	
1998	5	26	0	0	
1998	5	27	0.8	0.6	
1998	5	28	27.2	34	
1998	5	29	58	67.4	
1998	5	30	0.6	0.4	
1998	5	31	1.2	0.4	
1998	6	1	9	9.6	
1998	6	2	0	0	
1998	6	3	8.6	7.2	
1998	6	4	11.2	15.6	
1998	6	5	13.2	14	
1998	6	6	0	1	
1998	6	7	45.8	55.8	
1998	6	8	13.8	12	
1998	6	9	0	0	
1998	6	10	0	0	
1998	6	11	11.4	11.6	
1998	6	12	0	0.6	
1998	6	13	0	0	
1998	6	14	0	0	
1998	6	15	0.2	0.2	
1998	6	16	0	0.4	
1998	6	17	0	0	
1998	6	18	0	0	
1998	6	19	0	0	
1998	6	20	0	0	
1998	6	21	0	0	
1998	6	22	0	0	
1998	6	23	0	0	
1998	6	24	0	0	
1998	6	25	0	0	
1998	6	26	1.2	0	
1998	6	27	3.8	5.6	
1998	6	28	6	7.4	
1998	6	29	0	0.2	
1998	6	30	2.6	5.6	
1998	7	1	2.4	3.6	
1998	7	2	4.2	5.6	
1998	7	3	1.6	1.4	
1998	7	4	9	6.4	
1998	7	5	0	0	
1998	7	6	0	0	
1998	7	7	4.2	7.4	
1998	7	8	4.2	5.4	
1998	7	9	0	0	
1998	7	10	0	0	
1998	7	11	0	0	
1998	7	12	0	0	
1998	7	13	0	0	
1998	7	14	14.8	16.6	
1998	7	15	0	0	
1998	7	16	0	0	
1998	7	17	0	0	
1998	7	18	0	0	
1998	7	19	0	0	
1998	7	20	0	0	
1998	7	21	0	0	
1998	7	22	0	0	
1998	7	23	0.8	3.8	
1998	7	24	0	0	
1998	7	25	0	0	
1998	7	26	0	0	
1998	7	27	4.6	7	
1998	7	28	10.6	7.8	
1998	7	29	0	0	
1998	7	30	0	0	
1998	7	31	0.8	1	
1998	8	1	11.6	14.6	
1998	8	2	8.4	9.6	
1998	8	3	4	7.4	
1998	8	4	5	8.8	
1998	8	5	0	0.6	
1998	8	6	0	0	
1998	8	7	0	0	
1998	8	8	0	0	
1998	8	9	0	0	
1998	8	10	0	0	
1998	8	11	0	0	
1998	8	12	0	0	
1998	8	13	0.8	0.6	
1998	8	14	0	0	
1998	8	15	0	0	
1998	8	16	0	0	
1998	8	17	0	0	
1998	8	18	0	4	
1998	8	19	0	6	
1998	8	20	0	0	
1998	8	21	0	0	
1998	8	22	1.2	1.8	
1998	8	23	2.2	3	
1998	8	24	0	0	
1998	8	25	1	4.8	
1998	8	26	0	0	
1998	8	27	0	0	
1998	8	28	0	0	
1998	8	29	0	0	
1998	8	30	0	0	
1998	8	31	0	0	
1998	9	1	0	0	
1998	9	2	0.6	1.2	
1998	9	3	3.4	6.6	
1998	9	4	1.8	1.2	
1998	9	5	11.8	15.8	
1998	9	6	0.8	0.8	
1998	9	7	0	0	
1998	9	8	1.8	4.4	
1998	9	9	0	0	
1998	9	10	0	0	
1998	9	11	5.8	6.8	
1998	9	12	3.8	9.2	
1998	9	13	0	0	
1998	9	14	2.4	0.2	
1998	9	15	0	0.4	
1998	9	16	0.4	0.4	
1998	9	17	0	0	
1998	9	18	0	0	
1998	9	19	0	0	
1998	9	20	0	0	
1998	9	21	0	0	
1998	9	22	0	0	
1998	9	23	0	0	
1998	9	24	0	0	
1998	9	25	0.2	0.8	
1998	9	26	1	0.4	
1998	9	27	11.8	16.2	
1998	9	28	1.4	2	
1998	9	29	0	0	
1998	9	30	10.4	11	
1998	10	1	12.8	15.2	
1998	10	2	1	0.6	
1998	10	3	0.6	0	
1998	10	4	0	0	
1998	10	5	0.6	0.6	
1998	10	6	12.8	21.8	
1998	10	7	15.2	16	
1998	10	8	7.4	12.6	
1998	10	9	4.6	5.6	
1998	10	10	1	0	
1998	10	11	0	0	
1998	10	12	1	0.2	
1998	10	13	0	0	
1998	10	14	0	0	
1998	10	15	0	0	
1998	10	16	0	0	
1998	10	17	0	0	
1998	10	18	7	4.4	
1998	10	19	0	0.4	
1998	10	20	0	0	
1998	10	21	0	0	
1998	10	22	0	0	
1998	10	23	0	0	
1998	10	24	5	7	
1998	10	25	53	57.6	
1998	10	26	10	6.8	
1998	10	27	0.2	3.2	
1998	10	28	1	0.4	
1998	10	29	0.8	0.2	
1998	10	30	6.4	5.6	
1998	10	31	0	1	
1998	11	1	8.2	10	
1998	11	2	1.6	4.2	
1998	11	3	1.8	1.4	
1998	11	4	3.6	3	
1998	11	5	0.4	1	
1998	11	6	0	0	
1998	11	7	0	0	
1998	11	8	0	0	
1998	11	9	0	0	
1998	11	10	0.2	0.2	
1998	11	11	8.8	5.6	
1998	11	12	0	0	
1998	11	13	0	0.2	
1998	11	14	6.4	5.2	
1998	11	15	0.8	2.4	
1998	11	16	0	0	
1998	11	17	0	0	
1998	11	18	0	0	
1998	11	19	0	0	
1998	11	20	0	0	
1998	11	21	0	0	
1998	11	22	0	0	
1998	11	23	0	0	
1998	11	24	0	0	
1998	11	25	0	0	
1998	11	26	0	0	
1998	11	27	0	0	
1998	11	28	0	0	
1998	11	29	0	0	
1998	11	30	0	0	
1998	12	1	6.6	7.6	
1998	12	2	0	0	
1998	12	3	0	0	
1998	12	4	0	0	
1998	12	5	0	0	
1998	12	6	0	0	
1998	12	7	0	0	
1998	12	8	0	0	
1998	12	9	0	0	
1998	12	10	0	0	
1998	12	11	0	0.2	
1998	12	12	0	0	
1998	12	13	0	0	
1998	12	14	0	0	
1998	12	15	0	0	
1998	12	16	0	0	
1998	12	17	0	0	
1998	12	18	0	0	
1998	12	19	0	0	
1998	12	20	0	0	
1998	12	21	3	3.8	
1998	12	22	0	0	
1998	12	23	0	0	
1998	12	24	0	0	
1998	12	25	0	0	
1998	12	26	0	0	
1998	12	27	0	0	
1998	12	28	0	0	
1998	12	29	0	0	
1998	12	30	0	0	
1998	12	31	2	2.6	
1999	1	1	20.6	9.8	
1999	1	2	11.6	12.8	
1999	1	3	1	2	
1999	1	4	0.4	3	
1999	1	5	0	0.8	
1999	1	6	0	0	
1999	1	7	0	0	
1999	1	8	0	1.2	
1999	1	9	0.2	3.6	
1999	1	10	2	2.8	
1999	1	11	19.6	32.4	
1999	1	12	1.2	1.6	
1999	1	13	0	2.4	
1999	1	14	0	1	
1999	1	15	0	0	
1999	1	16	0	0	
1999	1	17	0	0	
1999	1	18	2.6	2.4	
1999	1	19	0	0	
1999	1	20	0	0	
1999	1	21	0	0	
1999	1	22	0	0	
1999	1	23	0	0	
1999	1	24	0	0	
1999	1	25	0	0	
1999	1	26	0	0	
1999	1	27	0	3.8	
1999	1	28	0	2.2	
1999	1	29	3.2	8	
1999	1	30	0.2	0.2	
1999	1	31	0	0	
1999	2	1	0	0	
1999	2	2	10.2	0	
1999	2	3	9.2	0	
1999	2	4	0.2	0	
1999	2	5	0	0.2	
1999	2	6	0	3.4	
1999	2	7	0	3.4	
1999	2	8	0.8	3.6	
1999	2	9	9.6	14.2	
1999	2	10	9.6	12.8	
1999	2	11	0	0	
1999	2	12	0	0	
1999	2	13	0.2	0	
1999	2	14	0	0	
1999	2	15	0.8	0	
1999	2	16	0	0	
1999	2	17	0	1.8	
1999	2	18	0	5.6	
1999	2	19	0	2.4	
1999	2	20	0	0.6	
1999	2	21	0.2	3.2	
1999	2	22	4	17.6	
1999	2	23	2	2	
1999	2	24	0.4	0	
1999	2	25	0	1.4	
1999	2	26	0	0	
1999	2	27	0	0	
1999	2	28	0	0	
1999	3	1	0	0	
1999	3	2	0	0	
1999	3	3	0	0	
1999	3	4	9.2	9	
1999	3	5	2.2	8	
1999	3	6	0	0	
1999	3	7	0.4	1.4	
1999	3	8	0	0	
1999	3	9	3.4	5.4	
1999	3	10	0	0	
1999	3	11	0.6	0.6	
1999	3	12	0	0	
1999	3	13	0	0	
1999	3	14	0	0	
1999	3	15	0	0	
1999	3	16	0	0	
1999	3	17	0	0	
1999	3	18	0	0	
1999	3	19	0	0	
1999	3	20	0	0	
1999	3	21	0	0	
1999	3	22	0.2	2	
1999	3	23	0	1.4	
1999	3	24	0	0	
1999	3	25	0	0	
1999	3	26	6	6.4	
1999	3	27	25.8	34.8	
1999	3	28	4.8	5.8	
1999	3	29	0	0	
1999	3	30	NA	0	
1999	3	31	NA	0	
1999	4	1	NA	0	
1999	4	2	NA	0	
1999	4	3	NA	0	
1999	4	4	NA	0	
1999	4	5	NA	0	
1999	4	6	NA	0	
1999	4	7	NA	3.2	
1999	4	8	NA	0.8	
1999	4	9	NA	0	
1999	4	10	NA	0	
1999	4	11	NA	0	
1999	4	12	NA	0	
1999	4	13	NA	3.8	
1999	4	14	NA	0.2	
1999	4	15	NA	8.8	
1999	4	16	NA	18.2	
1999	4	17	NA	16.6	
1999	4	18	NA	0	
1999	4	19	NA	0.4	
1999	4	20	NA	0	
1999	4	21	NA	10.2	
1999	4	22	NA	6.8	
1999	4	23	NA	0	
1999	4	24	NA	9.4	
1999	4	25	NA	2.6	
1999	4	26	NA	4	
1999	4	27	NA	10	
1999	4	28	NA	1.6	
1999	4	29	NA	0	
1999	4	30	NA	2	
1999	5	1	NA	0	
1999	5	2	NA	0	
1999	5	3	NA	9.4	
1999	5	4	NA	62.6	
1999	5	5	NA	40	
1999	5	6	NA	0	
1999	5	7	NA	0	
1999	5	8	NA	2.8	
1999	5	9	NA	3.6	
1999	5	10	NA	0	
1999	5	11	NA	3.4	
1999	5	12	NA	5.8	
1999	5	13	NA	11.6	
1999	5	14	NA	6.6	
1999	5	15	NA	6.2	
1999	5	16	NA	0	
1999	5	17	NA	3	
1999	5	18	NA	44.8	
1999	5	19	NA	18.2	
1999	5	20	NA	19.2	
1999	5	21	NA	1	
1999	5	22	NA	0	
1999	5	23	NA	0	
1999	5	24	NA	0	
1999	5	25	NA	3.8	
1999	5	26	NA	0	
1999	5	27	NA	0	
1999	5	28	NA	12.4	
1999	5	29	NA	0	
1999	5	30	NA	0	
1999	5	31	NA	0	
1999	6	1	NA	5.2	
1999	6	2	NA	1.8	
1999	6	3	NA	2.4	
1999	6	4	NA	6.4	
1999	6	5	NA	0	
1999	6	6	NA	8.8	
1999	6	7	NA	7.8	
1999	6	8	NA	10	
1999	6	9	NA	0	
1999	6	10	NA	2.8	
1999	6	11	NA	10.8	
1999	6	12	NA	0	
1999	6	13	NA	0	
1999	6	14	NA	0.8	
1999	6	15	NA	17.8	
1999	6	16	NA	0	
1999	6	17	NA	0.6	
1999	6	18	NA	0	
1999	6	19	NA	0	
1999	6	20	NA	0	
1999	6	21	NA	1.6	
1999	6	22	NA	3.2	
1999	6	23	NA	0	
1999	6	24	NA	0	
1999	6	25	NA	0	
1999	6	26	NA	0	
1999	6	27	NA	5.4	
1999	6	28	NA	14.6	
1999	6	29	NA	0	
1999	6	30	NA	0.4	
1999	7	1	NA	0	
1999	7	2	NA	0	
1999	7	3	NA	0	
1999	7	4	NA	0	
1999	7	5	NA	1	
1999	7	6	NA	21.8	
1999	7	7	NA	0.2	
1999	7	8	NA	0	
1999	7	9	NA	0	
1999	7	10	NA	3.6	
1999	7	11	NA	1.6	
1999	7	12	NA	2.6	
1999	7	13	NA	0	
1999	7	14	NA	8.6	
1999	7	15	NA	0	
1999	7	16	NA	0	
1999	7	17	NA	0	
1999	7	18	NA	14.4	
1999	7	19	NA	14.6	
1999	7	20	NA	4.6	
1999	7	21	NA	0	
1999	7	22	NA	0	
1999	7	23	NA	0	
1999	7	24	NA	0	
1999	7	25	NA	0	
1999	7	26	NA	0	
1999	7	27	NA	0	
1999	7	28	NA	39.6	
1999	7	29	NA	0	
1999	7	30	NA	2.6	
1999	7	31	NA	12.6	
1999	8	1	NA	7.8	
1999	8	2	NA	2.2	
1999	8	3	NA	0.4	
1999	8	4	NA	0	
1999	8	5	NA	1.6	
1999	8	6	NA	2	
1999	8	7	NA	3.2	
1999	8	8	NA	3.2	
1999	8	9	NA	0	
1999	8	10	NA	9	
1999	8	11	NA	0	
1999	8	12	NA	0	
1999	8	13	NA	14	
1999	8	14	NA	0	
1999	8	15	NA	0	
1999	8	16	NA	0	
1999	8	17	NA	31	
1999	8	18	NA	0	
1999	8	19	NA	0.2	
1999	8	20	NA	50.2	
1999	8	21	NA	7.6	
1999	8	22	NA	0	
1999	8	23	NA	0	
1999	8	24	NA	0.2	
1999	8	25	NA	0	
1999	8	26	NA	0	
1999	8	27	NA	3.6	
1999	8	28	NA	0	
1999	8	29	NA	0	
1999	8	30	NA	0	
1999	8	31	NA	0	
1999	9	1	NA	0	
1999	9	2	NA	0	
1999	9	3	NA	3.2	
1999	9	4	NA	0.8	
1999	9	5	NA	1.6	
1999	9	6	NA	0	
1999	9	7	NA	11.6	
1999	9	8	NA	0	
1999	9	9	NA	0	
1999	9	10	NA	0	
1999	9	11	NA	0	
1999	9	12	NA	0	
1999	9	13	NA	0	
1999	9	14	NA	0	
1999	9	15	NA	2.8	
1999	9	16	NA	2	
1999	9	17	NA	0	
1999	9	18	NA	0.8	
1999	9	19	NA	5.8	
1999	9	20	NA	78.2	
1999	9	21	NA	20.8	
1999	9	22	NA	0.4	
1999	9	23	NA	0	
1999	9	24	NA	0.2	
1999	9	25	NA	0	
1999	9	26	NA	9.6	
1999	9	27	NA	3.4	
1999	9	28	NA	2.6	
1999	9	29	NA	5.2	
1999	9	30	NA	0.8	
1999	10	1	NA	10	
1999	10	2	NA	0	
1999	10	3	NA	4.4	
1999	10	4	NA	3.8	
1999	10	5	NA	0	
1999	10	6	NA	0	
1999	10	7	NA	0	
1999	10	8	NA	0	
1999	10	9	NA	0	
1999	10	10	NA	0	
1999	10	11	NA	0	
1999	10	12	NA	0	
1999	10	13	NA	0	
1999	10	14	NA	0.4	
1999	10	15	NA	0	
1999	10	16	NA	0	
1999	10	17	NA	0	
1999	10	18	NA	1.2	
1999	10	19	NA	5.2	
1999	10	20	NA	3.6	
1999	10	21	NA	24.2	
1999	10	22	NA	31	
1999	10	23	NA	15.4	
1999	10	24	NA	4.6	
1999	10	25	NA	20.8	
1999	10	26	NA	4.8	
1999	10	27	NA	0	
1999	10	28	NA	0	
1999	10	29	NA	0	
1999	10	30	NA	0	
1999	10	31	NA	3.4	
1999	11	1	NA	0	
1999	11	2	NA	0	
1999	11	3	NA	0	
1999	11	4	NA	29.6	
1999	11	5	NA	23.4	
1999	11	6	NA	1.4	
1999	11	7	NA	4.8	
1999	11	8	NA	0	
1999	11	9	NA	0	
1999	11	10	NA	0	
