y	m	d	Lago_Serru_SIMN	Lago_Serru_ARPA	
2003	7	28	18.2	18	
2003	7	29	0	0	
2003	7	30	0	0	
2003	7	31	5.8	6	
2003	8	1	0	0	
2003	8	2	0	0	
2003	8	3	0	0	
2003	8	4	0	0	
2003	8	5	0.2	0	
2003	8	6	2.4	8	
2003	8	7	3.4	5.2	
2003	8	8	0	0	
2003	8	9	3.8	5.2	
2003	8	10	0	0	
2003	8	11	0	0	
2003	8	12	0	0	
2003	8	13	0	0	
2003	8	14	0	0	
2003	8	15	10.6	9.8	
2003	8	16	1.6	0.8	
2003	8	17	18	6	
2003	8	18	NA	6.6	
2003	8	19	9	10.2	
2003	8	20	0	0	
2003	8	21	14.2	8.6	
2003	8	22	0.4	1.4	
2003	8	23	0.8	0	
2003	8	24	0	0	
2003	8	25	2.2	1.8	
2003	8	26	3	4	
2003	8	27	0	0	
2003	8	28	0	0	
2003	8	29	4.2	4.4	
2003	8	30	15	10.2	
2003	8	31	6.2	3.2	
2003	9	1	NA	0	
2003	9	2	0	0	
2003	9	3	0	0	
2003	9	4	0	0	
2003	9	5	0	0	
2003	9	6	0	0	
2003	9	7	0	0	
2003	9	8	26	14	
2003	9	9	16	13.4	
2003	9	10	14.8	9.4	
2003	9	11	0	0	
2003	9	12	0	0	
2003	9	13	0	0	
2003	9	14	4.6	6.2	
2003	9	15	0.8	0	
2003	9	16	0	0	
2003	9	17	0	0	
2003	9	18	0	0	
2003	9	19	0	0	
2003	9	20	0	0	
2003	9	21	0	0	
2003	9	22	0	0	
2003	9	23	4	2.2	
2003	9	24	1	0	
2003	9	25	6	3.8	
2003	9	26	0	0	
2003	9	27	0	0	
2003	9	28	1.2	0.8	
2003	9	29	9.2	6.4	
2003	9	30	0	0	
2003	10	1	6.8	3.2	
2003	10	2	3.8	2	
2003	10	3	NA	0	
2003	10	4	NA	10	
2003	10	5	NA	1.4	
2003	10	6	NA	0	
2003	10	7	NA	0	
2003	10	8	NA	9.6	
2003	10	9	NA	0	
2003	10	10	NA	0	
2003	10	11	NA	0	
2003	10	12	NA	0	
2003	10	13	NA	0	
2003	10	14	NA	0	
2003	10	15	NA	0	
2003	10	16	NA	0	
2003	10	17	NA	0	
2003	10	18	NA	0	
2003	10	19	NA	0	
2003	10	20	NA	30.4	
2003	10	21	NA	8.4	
2003	10	22	NA	0	
2003	10	23	0	0.6	
2003	10	24	0.6	0.2	
2003	10	25	0.6	0	
2003	10	26	0	0	
2003	10	27	0.2	2.4	
2003	10	28	0.8	0	
2003	10	29	0	1	
2003	10	30	2.6	6.2	
2003	10	31	5.6	3.8	
2003	11	1	7	24	
2003	11	2	27.6	0	
2003	11	3	0	0	
2003	11	4	0	0	
2003	11	5	NA	0	
2003	11	6	NA	0	
2003	11	7	NA	0.8	
2003	11	8	NA	15	
2003	11	9	NA	3	
2003	11	10	NA	0	
2003	11	11	NA	0	
2003	11	12	NA	0	
2003	11	13	NA	0	
2003	11	14	NA	0	
2003	11	15	NA	0	
2003	11	16	NA	0	
2003	11	17	NA	8.2	
2003	11	18	NA	0	
2003	11	19	NA	0	
2003	11	20	NA	0	
2003	11	21	NA	0	
2003	11	22	NA	10.6	
2003	11	23	NA	10.8	
2003	11	24	NA	16.6	
2003	11	25	NA	2.2	
2003	11	26	NA	0	
2003	11	27	NA	9.2	
2003	11	28	NA	28.8	
2003	11	29	NA	0.2	
2003	11	30	NA	0	
2003	12	1	NA	6.8	
2003	12	2	NA	14.8	
2003	12	3	NA	53.6	
2003	12	4	NA	30	
2003	12	5	NA	26	
2003	12	6	NA	0	
2003	12	7	NA	0	
2003	12	8	NA	0	
2003	12	9	NA	0	
2003	12	10	NA	0	
2003	12	11	NA	0	
2003	12	12	NA	0.2	
2003	12	13	NA	0	
2003	12	14	NA	2.2	
2003	12	15	NA	0.2	
2003	12	16	NA	0.2	
2003	12	17	NA	0.4	
2003	12	18	NA	0	
2003	12	19	NA	0	
2003	12	20	NA	0	
2003	12	21	NA	1.4	
2003	12	22	NA	0.6	
2003	12	23	NA	0	
2003	12	24	NA	0	
2003	12	25	NA	0	
2003	12	26	NA	0	
2003	12	27	NA	0	
2003	12	28	NA	3.4	
2003	12	29	NA	3.8	
2003	12	30	NA	2.6	
2003	12	31	NA	0.6	
